income,happiness
65461.32584,5.588389336
46882.19626,2.994204284
31265.24031,2.413381753
67815.64124,4.98536659
71195.05376,4.981981125
72977.22283,6.384274497
58734.93543,3.26747544
15873.15346,1.312758977
60018.06863,4.039547986
57232.26096,4.425995084
52378.93052,3.342749396
64499.4534,3.492310186
41723.36668,3.751225463
65227.7168,5.386559329
74481.16557,5.963422086
72251.91864,4.985254927
32753.34807,2.798160728
20318.17764,2.967323268
28401.40748,1.228773184
61015.64703,3.96172964
60743.27799,4.649143652
42438.72552,4.754168395
53185.75592,2.961956663
60523.81321,4.633441055
31540.42591,1.294136576
24823.81605,0.548365189
34351.01751,2.115136485
52492.08789,4.56870456
34717.98585,2.535002113
60876.09623,4.397451275
34408.46876,2.070663768
45305.45407,3.710192978
